order_date,pizza_name,pizza_category,total_kuantitas,total_amount,total_profit,total_complain
2025-03-26,THE BIG MEAT PIZZA,CLASSIC,6,583200.0,93798.0,1
2025-03-26,THE BRIE CARRE PIZZA,SUPREME,2,383130.0,42120.0,0
2025-03-26,THE CALABRESE PIZZA,SUPREME,4,526500.0,66420.0,0
2025-03-26,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,8,1117800.0,284472.0,1
2025-03-26,THE CHICKEN ALFREDO PIZZA,CHICKEN,3,439425.0,88371.0,0
2025-03-26,THE CHICKEN PESTO PIZZA,CHICKEN,5,710775.0,135432.0,0
2025-03-26,THE CLASSIC DELUXE PIZZA,CLASSIC,7,980100.0,260091.0,0
2025-03-26,THE FIVE CHEESE PIZZA,VEGGIE,1,149850.0,25110.0,0
2025-03-26,THE FOUR CHEESE PIZZA,VEGGIE,3,384345.0,76869.0,1
2025-03-26,THE GREEK PIZZA,CLASSIC,2,336150.0,73386.0,0
2025-03-26,THE GREEN GARDEN PIZZA,VEGGIE,2,194400.0,30780.0,1
2025-03-26,THE HAWAIIAN PIZZA,CLASSIC,11,1174500.0,238707.0,0
2025-03-26,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,5,692550.0,104409.0,1
2025-03-26,THE ITALIAN SUPREME PIZZA,SUPREME,4,603450.0,107892.0,0
2025-03-26,THE ITALIAN VEGETABLES PIZZA,VEGGIE,4,477900.0,85860.0,0
2025-03-26,THE MEDITERRANEAN PIZZA,VEGGIE,3,457650.0,63747.0,0
2025-03-26,THE MEXICANA PIZZA,VEGGIE,4,589275.0,154224.0,1
2025-03-26,THE NAPOLITANA PIZZA,CLASSIC,2,332100.0,94608.0,0
2025-03-26,THE PEPPER SALAMI PIZZA,SUPREME,2,301725.0,78813.0,0
2025-03-26,THE PEPPERONI PIZZA,CLASSIC,7,641925.0,134460.0,2
2025-03-26,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,2,178200.0,50220.0,0
2025-03-26,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,4,504225.0,99630.0,0
2025-03-26,THE SICILIAN PIZZA,SUPREME,4,396900.0,110160.0,0
2025-03-26,THE SOPPRESSATA PIZZA,SUPREME,6,939600.0,129600.0,0
2025-03-26,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,8,1085400.0,214812.0,0
2025-03-26,THE SPICY ITALIAN PIZZA,SUPREME,6,941625.0,205173.0,0
2025-03-26,THE SPINACH AND FETA PIZZA,VEGGIE,3,358425.0,61398.0,0
2025-03-26,THE SPINACH PESTO PIZZA,VEGGIE,2,301725.0,35235.0,0
2025-03-26,THE SPINACH SUPREME PIZZA,SUPREME,1,101250.0,19116.0,1
2025-03-26,THE THAI CHICKEN PIZZA,CHICKEN,7,1014525.0,189459.0,1
2025-03-26,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,1,97200.0,28107.0,0
2025-03-27,THE BARBECUE CHICKEN PIZZA,CHICKEN,6,911250.0,201771.0,0
2025-03-27,THE BIG MEAT PIZZA,CLASSIC,3,291600.0,46899.0,0
2025-03-27,THE CALABRESE PIZZA,SUPREME,2,263250.0,33210.0,0
2025-03-27,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,5,678375.0,158517.0,1
2025-03-27,THE CHICKEN ALFREDO PIZZA,CHICKEN,3,407025.0,76059.0,0
2025-03-27,THE CHICKEN PESTO PIZZA,CHICKEN,4,510300.0,103923.0,0
2025-03-27,THE CLASSIC DELUXE PIZZA,CLASSIC,9,1008450.0,202500.0,0
2025-03-27,THE FIVE CHEESE PIZZA,VEGGIE,7,1048950.0,175770.0,0
2025-03-27,THE FOUR CHEESE PIZZA,VEGGIE,4,581580.0,126684.0,1
2025-03-27,THE GREEK PIZZA,CLASSIC,7,1215000.0,225180.0,0
2025-03-27,THE GREEN GARDEN PIZZA,VEGGIE,6,650025.0,104409.0,1
2025-03-27,THE HAWAIIAN PIZZA,CLASSIC,7,807975.0,147501.0,0
2025-03-27,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,8,1150200.0,170586.0,1
2025-03-27,THE ITALIAN SUPREME PIZZA,SUPREME,6,739125.0,160623.0,0
2025-03-27,THE ITALIAN VEGETABLES PIZZA,VEGGIE,3,374625.0,75006.0,0
2025-03-27,THE MEDITERRANEAN PIZZA,VEGGIE,3,457650.0,63747.0,0
2025-03-27,THE MEXICANA PIZZA,VEGGIE,4,621675.0,159813.0,0
2025-03-27,THE NAPOLITANA PIZZA,CLASSIC,3,356400.0,41148.0,1
2025-03-27,THE PEPPER SALAMI PIZZA,SUPREME,3,435375.0,108621.0,0
2025-03-27,THE PEPPERONI PIZZA,CLASSIC,8,743175.0,170991.0,0
2025-03-27,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,4,518400.0,114372.0,0
2025-03-27,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,4,603450.0,129924.0,0
2025-03-27,THE SICILIAN PIZZA,SUPREME,9,1152225.0,231255.0,0
2025-03-27,THE SOPPRESSATA PIZZA,SUPREME,2,301725.0,42525.0,0
2025-03-27,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,9,1188675.0,140454.0,0
2025-03-27,THE SPICY ITALIAN PIZZA,SUPREME,12,1680750.0,368064.0,0
2025-03-27,THE SPINACH AND FETA PIZZA,VEGGIE,7,943650.0,149607.0,1
2025-03-27,THE SPINACH PESTO PIZZA,VEGGIE,6,939600.0,107244.0,1
2025-03-27,THE SPINACH SUPREME PIZZA,SUPREME,4,504225.0,88857.0,0
2025-03-27,THE THAI CHICKEN PIZZA,CHICKEN,2,336150.0,67554.0,0
2025-03-27,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,7,812025.0,228096.0,0
2025-03-28,THE BARBECUE CHICKEN PIZZA,CHICKEN,7,982125.0,240732.0,1
2025-03-28,THE BIG MEAT PIZZA,CLASSIC,5,486000.0,78165.0,0
2025-03-28,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,6,878850.0,207036.0,2
2025-03-28,THE CHICKEN ALFREDO PIZZA,CHICKEN,2,303750.0,63018.0,0
2025-03-28,THE CHICKEN PESTO PIZZA,CHICKEN,2,238950.0,51030.0,0
2025-03-28,THE CLASSIC DELUXE PIZZA,CLASSIC,5,688500.0,164673.0,1
2025-03-28,THE FIVE CHEESE PIZZA,VEGGIE,5,749250.0,125550.0,0
2025-03-28,THE FOUR CHEESE PIZZA,VEGGIE,4,555660.0,117612.0,0
2025-03-28,THE GREEK PIZZA,CLASSIC,5,696600.0,133407.0,0
2025-03-28,THE GREEN GARDEN PIZZA,VEGGIE,2,226800.0,48924.0,0
2025-03-28,THE HAWAIIAN PIZZA,CLASSIC,8,773550.0,146610.0,0
2025-03-28,THE ITALIAN SUPREME PIZZA,SUPREME,5,637875.0,136971.0,0
2025-03-28,THE ITALIAN VEGETABLES PIZZA,VEGGIE,1,103275.0,10854.0,0
2025-03-28,THE MEDITERRANEAN PIZZA,VEGGIE,3,324000.0,57753.0,0
2025-03-28,THE MEXICANA PIZZA,VEGGIE,8,1208925.0,307395.0,0
2025-03-28,THE NAPOLITANA PIZZA,CLASSIC,3,360450.0,73224.0,1
2025-03-28,THE PEPPER SALAMI PIZZA,SUPREME,3,469800.0,127818.0,1
2025-03-28,THE PEPPERONI PIZZA,CLASSIC,8,787725.0,192051.0,0
2025-03-28,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,3,425250.0,90639.0,1
2025-03-28,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,3,368550.0,93474.0,0
2025-03-28,THE SICILIAN PIZZA,SUPREME,4,526500.0,115830.0,0
2025-03-28,THE SOPPRESSATA PIZZA,SUPREME,3,437400.0,65610.0,1
2025-03-28,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,3,407025.0,67392.0,0
2025-03-28,THE SPICY ITALIAN PIZZA,SUPREME,13,1881225.0,402003.0,2
2025-03-28,THE SPINACH AND FETA PIZZA,VEGGIE,6,747225.0,109026.0,0
2025-03-28,THE SPINACH PESTO PIZZA,VEGGIE,6,803925.0,105867.0,1
2025-03-28,THE SPINACH SUPREME PIZZA,SUPREME,1,168075.0,32319.0,0
2025-03-28,THE THAI CHICKEN PIZZA,CHICKEN,10,1421550.0,278478.0,2
2025-03-28,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,5,583200.0,166536.0,0
2025-03-29,THE BARBECUE CHICKEN PIZZA,CHICKEN,4,607500.0,130734.0,0
2025-03-29,THE BIG MEAT PIZZA,CLASSIC,7,680400.0,109431.0,1
2025-03-29,THE BRIE CARRE PIZZA,SUPREME,2,383130.0,42120.0,0
2025-03-29,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,10,1453950.0,382644.0,1
2025-03-29,THE CHICKEN ALFREDO PIZZA,CHICKEN,4,575100.0,113724.0,0
2025-03-29,THE CHICKEN PESTO PIZZA,CHICKEN,5,710775.0,134541.0,0
2025-03-29,THE CLASSIC DELUXE PIZZA,CLASSIC,6,753300.0,158112.0,1
2025-03-29,THE FIVE CHEESE PIZZA,VEGGIE,4,599400.0,100440.0,0
2025-03-29,THE FOUR CHEESE PIZZA,VEGGIE,2,264870.0,54270.0,0
2025-03-29,THE GREEK PIZZA,CLASSIC,5,737100.0,163863.0,1
2025-03-29,THE GREEN GARDEN PIZZA,VEGGIE,3,358425.0,58239.0,1
2025-03-29,THE HAWAIIAN PIZZA,CLASSIC,6,753300.0,171720.0,0
2025-03-29,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,6,749250.0,111618.0,0
2025-03-29,THE ITALIAN SUPREME PIZZA,SUPREME,4,534600.0,142884.0,0
2025-03-29,THE ITALIAN VEGETABLES PIZZA,VEGGIE,4,512325.0,104166.0,0
2025-03-29,THE MEDITERRANEAN PIZZA,VEGGIE,6,850500.0,146124.0,1
2025-03-29,THE MEXICANA PIZZA,VEGGIE,3,423225.0,104571.0,0
2025-03-29,THE NAPOLITANA PIZZA,CLASSIC,2,226800.0,27054.0,0
2025-03-29,THE PEPPER SALAMI PIZZA,SUPREME,5,739125.0,196263.0,0
2025-03-29,THE PEPPERONI PIZZA,CLASSIC,9,844425.0,197559.0,0
2025-03-29,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,3,376650.0,84159.0,1
2025-03-29,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,5,670275.0,158436.0,1
2025-03-29,THE SICILIAN PIZZA,SUPREME,3,362475.0,85455.0,1
2025-03-29,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,4,639900.0,81972.0,0
2025-03-29,THE SPICY ITALIAN PIZZA,SUPREME,1,168075.0,35802.0,0
2025-03-29,THE SPINACH AND FETA PIZZA,VEGGIE,6,648000.0,80676.0,0
2025-03-29,THE SPINACH PESTO PIZZA,VEGGIE,3,469800.0,53622.0,0
2025-03-29,THE SPINACH SUPREME PIZZA,SUPREME,1,133650.0,18306.0,0
2025-03-29,THE THAI CHICKEN PIZZA,CHICKEN,4,575100.0,102951.0,0
2025-03-29,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,5,648000.0,183870.0,0
2025-03-30,THE BARBECUE CHICKEN PIZZA,CHICKEN,10,1453950.0,335259.0,0
2025-03-30,THE BIG MEAT PIZZA,CLASSIC,11,1069200.0,171963.0,0
2025-03-30,THE BRIE CARRE PIZZA,SUPREME,2,383130.0,42120.0,0
2025-03-30,THE CALABRESE PIZZA,SUPREME,2,230850.0,33939.0,0
2025-03-30,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,7,1014525.0,256689.0,2
2025-03-30,THE CHICKEN ALFREDO PIZZA,CHICKEN,6,878850.0,176742.0,2
2025-03-30,THE CHICKEN PESTO PIZZA,CHICKEN,2,271350.0,52893.0,0
2025-03-30,THE CLASSIC DELUXE PIZZA,CLASSIC,6,777600.0,221130.0,1
2025-03-30,THE FIVE CHEESE PIZZA,VEGGIE,4,599400.0,100440.0,1
2025-03-30,THE FOUR CHEESE PIZZA,VEGGIE,2,290790.0,63342.0,0
2025-03-30,THE GREEK PIZZA,CLASSIC,3,510300.0,119232.0,0
2025-03-30,THE GREEN GARDEN PIZZA,VEGGIE,4,388800.0,61560.0,1
2025-03-30,THE HAWAIIAN PIZZA,CLASSIC,3,374625.0,73791.0,0
2025-03-30,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,5,724950.0,108135.0,0
2025-03-30,THE ITALIAN SUPREME PIZZA,SUPREME,4,603450.0,107892.0,0
2025-03-30,THE ITALIAN VEGETABLES PIZZA,VEGGIE,2,273375.0,61236.0,1
2025-03-30,THE MEDITERRANEAN PIZZA,VEGGIE,4,522450.0,95418.0,0
2025-03-30,THE MEXICANA PIZZA,VEGGIE,4,554850.0,141993.0,0
2025-03-30,THE NAPOLITANA PIZZA,CLASSIC,2,295650.0,61398.0,0
2025-03-30,THE PEPPER SALAMI PIZZA,SUPREME,4,571050.0,147258.0,1
2025-03-30,THE PEPPERONI PIZZA,CLASSIC,6,674325.0,151146.0,1
2025-03-30,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,2,178200.0,50220.0,0
2025-03-30,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,3,435375.0,103032.0,1
2025-03-30,THE SICILIAN PIZZA,SUPREME,2,263250.0,57915.0,0
2025-03-30,THE SOPPRESSATA PIZZA,SUPREME,3,435375.0,62775.0,0
2025-03-30,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,8,1117800.0,171234.0,2
2025-03-30,THE SPICY ITALIAN PIZZA,SUPREME,5,704700.0,146367.0,1
2025-03-30,THE SPINACH AND FETA PIZZA,VEGGIE,4,455625.0,73629.0,0
2025-03-30,THE SPINACH PESTO PIZZA,VEGGIE,1,133650.0,16848.0,0
2025-03-30,THE SPINACH SUPREME PIZZA,SUPREME,4,437400.0,75654.0,0
2025-03-30,THE THAI CHICKEN PIZZA,CHICKEN,9,1253475.0,224856.0,3
2025-03-30,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,3,390825.0,107001.0,0
2025-03-31,THE BARBECUE CHICKEN PIZZA,CHICKEN,11,1719225.0,388638.0,2
2025-03-31,THE BIG MEAT PIZZA,CLASSIC,6,583200.0,93798.0,1
2025-03-31,THE BRIE CARRE PIZZA,SUPREME,2,383130.0,42120.0,0
2025-03-31,THE CALABRESE PIZZA,SUPREME,7,1148175.0,243810.0,0
2025-03-31,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,6,911250.0,251343.0,3
2025-03-31,THE CHICKEN ALFREDO PIZZA,CHICKEN,7,1046925.0,214407.0,1
2025-03-31,THE CHICKEN PESTO PIZZA,CHICKEN,2,238950.0,51030.0,0
2025-03-31,THE CLASSIC DELUXE PIZZA,CLASSIC,7,846450.0,193914.0,0
2025-03-31,THE FIVE CHEESE PIZZA,VEGGIE,3,449550.0,75330.0,0
2025-03-31,THE FOUR CHEESE PIZZA,VEGGIE,6,820530.0,171882.0,0
2025-03-31,THE GREEK PIZZA,CLASSIC,2,332100.0,37746.0,0
2025-03-31,THE GREEN GARDEN PIZZA,VEGGIE,5,619650.0,101088.0,0
2025-03-31,THE HAWAIIAN PIZZA,CLASSIC,4,437400.0,97848.0,2
2025-03-31,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,2,295650.0,43578.0,0
2025-03-31,THE ITALIAN SUPREME PIZZA,SUPREME,10,1545075.0,222669.0,1
2025-03-31,THE ITALIAN VEGETABLES PIZZA,VEGGIE,3,342225.0,53784.0,0
2025-03-31,THE MEDITERRANEAN PIZZA,VEGGIE,4,522450.0,95418.0,0
2025-03-31,THE MEXICANA PIZZA,VEGGIE,4,621675.0,159813.0,0
2025-03-31,THE NAPOLITANA PIZZA,CLASSIC,7,955800.0,228096.0,1
2025-03-31,THE PEPPER SALAMI PIZZA,SUPREME,3,435375.0,108621.0,0
2025-03-31,THE PEPPERONI PIZZA,CLASSIC,7,664200.0,154953.0,1
2025-03-31,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,1,89100.0,25110.0,0
2025-03-31,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,6,870750.0,206064.0,1
2025-03-31,THE SICILIAN PIZZA,SUPREME,4,494100.0,100440.0,0
2025-03-31,THE SOPPRESSATA PIZZA,SUPREME,3,504225.0,66825.0,0
2025-03-31,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,2,336150.0,45522.0,0
2025-03-31,THE SPICY ITALIAN PIZZA,SUPREME,13,1948050.0,411642.0,3
2025-03-31,THE SPINACH AND FETA PIZZA,VEGGIE,2,259200.0,31752.0,0
2025-03-31,THE SPINACH PESTO PIZZA,VEGGIE,5,538650.0,97200.0,1
2025-03-31,THE SPINACH SUPREME PIZZA,SUPREME,3,336150.0,56538.0,0
2025-03-31,THE THAI CHICKEN PIZZA,CHICKEN,9,1415475.0,271836.0,0
2025-03-31,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,5,617625.0,171882.0,0
2025-04-01,THE BARBECUE CHICKEN PIZZA,CHICKEN,2,271350.0,72414.0,1
2025-04-01,THE BIG MEAT PIZZA,CLASSIC,3,291600.0,46899.0,0
2025-04-01,THE CALABRESE PIZZA,SUPREME,2,295650.0,51435.0,1
2025-04-01,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,3,471825.0,125388.0,0
2025-04-01,THE CHICKEN ALFREDO PIZZA,CHICKEN,3,374625.0,75573.0,1
2025-04-01,THE CHICKEN PESTO PIZZA,CHICKEN,2,303750.0,55647.0,0
2025-04-01,THE CLASSIC DELUXE PIZZA,CLASSIC,8,1012500.0,231822.0,0
2025-04-01,THE FIVE CHEESE PIZZA,VEGGIE,7,1048950.0,175770.0,0
2025-04-01,THE FOUR CHEESE PIZZA,VEGGIE,6,794610.0,162810.0,0
2025-04-01,THE GREEK PIZZA,CLASSIC,6,866700.0,187920.0,1
2025-04-01,THE GREEN GARDEN PIZZA,VEGGIE,4,421200.0,79704.0,0
2025-04-01,THE HAWAIIAN PIZZA,CLASSIC,6,678375.0,140940.0,0
2025-04-01,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,4,490050.0,73872.0,0
2025-04-01,THE ITALIAN SUPREME PIZZA,SUPREME,2,301725.0,53946.0,0
2025-04-01,THE ITALIAN VEGETABLES PIZZA,VEGGIE,2,271350.0,64152.0,0
2025-04-01,THE MEDITERRANEAN PIZZA,VEGGIE,1,97200.0,22356.0,0
2025-04-01,THE MEXICANA PIZZA,VEGGIE,2,328050.0,86022.0,0
2025-04-01,THE NAPOLITANA PIZZA,CLASSIC,7,781650.0,126198.0,2
2025-04-01,THE PEPPER SALAMI PIZZA,SUPREME,3,402975.0,98253.0,0
2025-04-01,THE PEPPERONI PIZZA,CLASSIC,9,933525.0,209790.0,1
2025-04-01,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,2,178200.0,50220.0,0
2025-04-01,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,4,534600.0,152280.0,0
2025-04-01,THE SICILIAN PIZZA,SUPREME,8,1150200.0,166050.0,2
2025-04-01,THE SOPPRESSATA PIZZA,SUPREME,6,840375.0,129195.0,0
2025-04-01,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,10,1453950.0,243081.0,1
2025-04-01,THE SPICY ITALIAN PIZZA,SUPREME,4,672300.0,143208.0,0
2025-04-01,THE SPINACH AND FETA PIZZA,VEGGIE,1,97200.0,12231.0,0
2025-04-01,THE SPINACH PESTO PIZZA,VEGGIE,4,405000.0,80352.0,0
2025-04-01,THE SPINACH SUPREME PIZZA,SUPREME,6,840375.0,153495.0,2
2025-04-01,THE THAI CHICKEN PIZZA,CHICKEN,3,471825.0,83997.0,0
2025-04-01,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,5,550800.0,157869.0,1
2025-04-02,THE BARBECUE CHICKEN PIZZA,CHICKEN,8,1150200.0,275562.0,2
2025-04-02,THE BIG MEAT PIZZA,CLASSIC,4,388800.0,62532.0,0
2025-04-02,THE BRIE CARRE PIZZA,SUPREME,2,383130.0,42120.0,0
2025-04-02,THE CALABRESE PIZZA,SUPREME,4,558900.0,84645.0,1
2025-04-02,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,9,1188675.0,290385.0,1
2025-04-02,THE CHICKEN ALFREDO PIZZA,CHICKEN,5,710775.0,139077.0,0
2025-04-02,THE CHICKEN PESTO PIZZA,CHICKEN,5,613575.0,128061.0,1
2025-04-02,THE CLASSIC DELUXE PIZZA,CLASSIC,6,684450.0,135351.0,0
2025-04-02,THE FIVE CHEESE PIZZA,VEGGIE,3,449550.0,75330.0,0
2025-04-02,THE FOUR CHEESE PIZZA,VEGGIE,9,1282635.0,275967.0,1
2025-04-02,THE GREEK PIZZA,CLASSIC,9,1709100.0,384750.0,2
2025-04-02,THE GREEN GARDEN PIZZA,VEGGIE,3,324000.0,64314.0,0
2025-04-02,THE HAWAIIAN PIZZA,CLASSIC,11,1196775.0,232875.0,1
2025-04-02,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,4,595350.0,89262.0,1
2025-04-02,THE ITALIAN SUPREME PIZZA,SUPREME,7,1075275.0,150498.0,0
2025-04-02,THE ITALIAN VEGETABLES PIZZA,VEGGIE,5,680400.0,157464.0,1
2025-04-02,THE MEDITERRANEAN PIZZA,VEGGIE,1,164025.0,25353.0,0
2025-04-02,THE MEXICANA PIZZA,VEGGIE,2,293625.0,73791.0,1
2025-04-02,THE NAPOLITANA PIZZA,CLASSIC,5,619650.0,101412.0,0
2025-04-02,THE PEPPER SALAMI PIZZA,SUPREME,6,907200.0,245268.0,0
2025-04-02,THE PEPPERONI PIZZA,CLASSIC,3,281475.0,59211.0,0
2025-04-02,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,5,660150.0,144585.0,0
2025-04-02,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,5,704700.0,147258.0,0
2025-04-02,THE SICILIAN PIZZA,SUPREME,2,230850.0,42525.0,0
2025-04-02,THE SOPPRESSATA PIZZA,SUPREME,2,269325.0,43335.0,0
2025-04-02,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,7,1111725.0,167508.0,0
2025-04-02,THE SPICY ITALIAN PIZZA,SUPREME,4,504225.0,112428.0,1
2025-04-02,THE SPINACH AND FETA PIZZA,VEGGIE,5,550800.0,68445.0,1
2025-04-02,THE SPINACH SUPREME PIZZA,SUPREME,2,269325.0,51435.0,0
2025-04-02,THE THAI CHICKEN PIZZA,CHICKEN,6,943650.0,187839.0,1
2025-04-02,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,1,129600.0,36774.0,0
2025-04-03,THE BARBECUE CHICKEN PIZZA,CHICKEN,6,846450.0,204525.0,1
2025-04-03,THE BIG MEAT PIZZA,CLASSIC,6,583200.0,93798.0,1
2025-04-03,THE BRIE CARRE PIZZA,SUPREME,2,383130.0,42120.0,0
2025-04-03,THE CALABRESE PIZZA,SUPREME,4,526500.0,66420.0,0
2025-04-03,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,6,976050.0,272646.0,1
2025-04-03,THE CHICKEN ALFREDO PIZZA,CHICKEN,1,135675.0,25353.0,0
2025-04-03,THE CHICKEN PESTO PIZZA,CHICKEN,1,168075.0,28755.0,0
2025-04-03,THE CLASSIC DELUXE PIZZA,CLASSIC,9,972000.0,201447.0,2
2025-04-03,THE FIVE CHEESE PIZZA,VEGGIE,4,599400.0,100440.0,1
2025-04-03,THE FOUR CHEESE PIZZA,VEGGIE,3,410265.0,85941.0,0
2025-04-03,THE GREEK PIZZA,CLASSIC,6,1048950.0,206307.0,1
2025-04-03,THE GREEN GARDEN PIZZA,VEGGIE,3,324000.0,64314.0,1
2025-04-03,THE HAWAIIAN PIZZA,CLASSIC,12,1326375.0,239436.0,2
2025-04-03,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,7,1020600.0,151713.0,2
2025-04-03,THE ITALIAN SUPREME PIZZA,SUPREME,5,771525.0,126117.0,1
2025-04-03,THE ITALIAN VEGETABLES PIZZA,VEGGIE,3,441450.0,114534.0,1
2025-04-03,THE MEDITERRANEAN PIZZA,VEGGIE,5,585225.0,105462.0,2
2025-04-03,THE NAPOLITANA PIZZA,CLASSIC,4,490050.0,87318.0,1
2025-04-03,THE PEPPER SALAMI PIZZA,SUPREME,5,637875.0,147501.0,2
2025-04-03,THE PEPPERONI PIZZA,CLASSIC,5,483975.0,112347.0,0
2025-04-03,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,6,724950.0,166455.0,2
2025-04-03,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,5,670275.0,158436.0,1
2025-04-03,THE SICILIAN PIZZA,SUPREME,6,854550.0,148635.0,0
2025-04-03,THE SOPPRESSATA PIZZA,SUPREME,7,1006425.0,148635.0,1
2025-04-03,THE SOUTHWEST CHICKEN PIZZA,CHICKEN,4,477900.0,89262.0,1
2025-04-03,THE SPICY ITALIAN PIZZA,SUPREME,5,771525.0,156006.0,0
2025-04-03,THE SPINACH AND FETA PIZZA,VEGGIE,4,518400.0,63504.0,0
2025-04-03,THE SPINACH SUPREME PIZZA,SUPREME,3,402975.0,69741.0,2
2025-04-03,THE THAI CHICKEN PIZZA,CHICKEN,11,1557225.0,275076.0,3
2025-04-03,THE VEGETABLES + VEGETABLES PIZZA,VEGGIE,7,844425.0,236763.0,2
2025-04-04,THE BARBECUE CHICKEN PIZZA,CHICKEN,4,542700.0,133488.0,0
2025-04-04,THE BIG MEAT PIZZA,CLASSIC,4,388800.0,62532.0,1
2025-04-04,THE BRIE CARRE PIZZA,SUPREME,1,191565.0,21060.0,0
2025-04-04,THE CALABRESE PIZZA,SUPREME,3,362475.0,50544.0,0
2025-04-04,THE CALIFORNIA CHICKEN PIZZA,CHICKEN,7,884925.0,214083.0,0
2025-04-04,THE CHICKEN ALFREDO PIZZA,CHICKEN,2,271350.0,50706.0,0
2025-04-04,THE CHICKEN PESTO PIZZA,CHICKEN,2,271350.0,52893.0,0
2025-04-04,THE CLASSIC DELUXE PIZZA,CLASSIC,9,1004400.0,223155.0,0
2025-04-04,THE FIVE CHEESE PIZZA,VEGGIE,3,449550.0,75330.0,0
2025-04-04,THE FOUR CHEESE PIZZA,VEGGIE,3,410265.0,85941.0,1
2025-04-04,THE GREEK PIZZA,CLASSIC,7,1032750.0,206793.0,0
2025-04-04,THE GREEN GARDEN PIZZA,VEGGIE,2,194400.0,30780.0,1
2025-04-04,THE HAWAIIAN PIZZA,CLASSIC,10,1040850.0,208008.0,2
2025-04-04,THE ITALIAN CAPOCOLLO PIZZA,CLASSIC,8,1044900.0,155196.0,2
2025-04-04,THE ITALIAN SUPREME PIZZA,SUPREME,7,972000.0,202986.0,1
2025-04-04,THE ITALIAN VEGETABLES PIZZA,VEGGIE,3,342225.0,53784.0,0
2025-04-04,THE MEDITERRANEAN PIZZA,VEGGIE,4,520425.0,73791.0,0
2025-04-04,THE MEXICANA PIZZA,VEGGIE,4,621675.0,159813.0,0
2025-04-04,THE NAPOLITANA PIZZA,CLASSIC,7,988200.0,229230.0,2
2025-04-04,THE PEPPER SALAMI PIZZA,SUPREME,3,504225.0,147015.0,1
2025-04-04,THE PEPPERONI PIZZA,CLASSIC,7,731025.0,176580.0,0
2025-04-04,"THE PEPPERONI, MUSHROOM AND PEPPERS PIZZA",CLASSIC,7,733050.0,184599.0,2
2025-04-04,THE PROSCIUTTO AND ARUGULA PIZZA,SUPREME,5,639900.0,105786.0,1
2025-04-04,THE SICILIAN PIZZA,SUPREME,5,690525.0,118260.0,0
